"season"	"county"	"common_name"	"number_seen"	"total_number_seen"	"percentage_of_total"
"1"	"Fall"	"baker"	"Canada Goose"	18897	111131	17
"2"	"Fall"	"baker"	"European Starling"	13831	111131	12
"3"	"Fall"	"baker"	"Mallard"	9794	111131	9
"4"	"Fall"	"baker"	"American Coot"	6416	111131	6
"5"	"Fall"	"baker"	"Northern Shoveler"	6861	111131	6
"6"	"Fall"	"baker"	"American Wigeon"	2991	111131	3
"7"	"Fall"	"baker"	"House Sparrow"	3265	111131	3
"8"	"Fall"	"baker"	"Ring-necked Duck"	3277	111131	3
"9"	"Fall"	"baker"	"American Robin"	1865	111131	2
"10"	"Fall"	"baker"	"California Quail"	2193	111131	2
"11"	"Fall"	"benton"	"Cackling Goose"	2590378	8532056	30
"12"	"Fall"	"benton"	"Northern Shoveler"	1008440	8532056	12
"13"	"Fall"	"benton"	"American Coot"	532860	8532056	6
"14"	"Fall"	"benton"	"Mallard"	550328	8532056	6
"15"	"Fall"	"benton"	"European Starling"	453198	8532056	5
"16"	"Fall"	"benton"	"American Wigeon"	288144	8532056	3
"17"	"Fall"	"benton"	"Canada Goose"	241227	8532056	3
"18"	"Fall"	"benton"	"Green-winged Teal"	226247	8532056	3
"19"	"Fall"	"benton"	"Northern Pintail"	229975	8532056	3
"20"	"Fall"	"benton"	"Ring-necked Duck"	253415	8532056	3
"21"	"Fall"	"clackamas"	"Cackling Goose"	216867	825880	26
"22"	"Fall"	"clackamas"	"Mallard"	46349	825880	6
"23"	"Fall"	"clackamas"	"European Starling"	39410	825880	5
"24"	"Fall"	"clackamas"	"American Crow"	34978	825880	4
"25"	"Fall"	"clackamas"	"Canada Goose"	32425	825880	4
"26"	"Fall"	"clackamas"	"Dark-eyed Junco"	35057	825880	4
"27"	"Fall"	"clackamas"	"American Robin"	22635	825880	3
"28"	"Fall"	"clackamas"	"Black-capped Chickadee"	20846	825880	3
"29"	"Fall"	"clackamas"	"American Wigeon"	13275	825880	2
"30"	"Fall"	"clackamas"	"Bushtit"	14485	825880	2
"31"	"Fall"	"clatsop"	"Cackling Goose"	386552	2174394	18
"32"	"Fall"	"clatsop"	"European Starling"	219808	2174394	10
"33"	"Fall"	"clatsop"	"Dunlin"	190834	2174394	9
"34"	"Fall"	"clatsop"	"Northern Pintail"	99661	2174394	5
"35"	"Fall"	"clatsop"	"American Wigeon"	92891	2174394	4
"36"	"Fall"	"clatsop"	"Mallard"	77873	2174394	4
"37"	"Fall"	"clatsop"	"California Gull"	69246	2174394	3
"38"	"Fall"	"clatsop"	"American Crow"	34632	2174394	2
"39"	"Fall"	"clatsop"	"Bufflehead"	41870	2174394	2
"40"	"Fall"	"clatsop"	"Canada Goose"	52224	2174394	2
"41"	"Fall"	"columbia"	"Cackling Goose"	1398827	2756213	51
"42"	"Fall"	"columbia"	"Snow Goose"	407695	2756213	15
"43"	"Fall"	"columbia"	"Sandhill Crane"	99901	2756213	4
"44"	"Fall"	"columbia"	"European Starling"	70153	2756213	3
"45"	"Fall"	"columbia"	"Red-winged Blackbird"	69978	2756213	3
"46"	"Fall"	"columbia"	"American Coot"	54076	2756213	2
"47"	"Fall"	"columbia"	"Canada Goose"	49907	2756213	2
"48"	"Fall"	"columbia"	"Green-winged Teal"	41730	2756213	2
"49"	"Fall"	"columbia"	"Mallard"	58410	2756213	2
"50"	"Fall"	"columbia"	"Northern Pintail"	41506	2756213	2
"51"	"Fall"	"coos"	"Pacific Loon"	98903	913343	11
"52"	"Fall"	"coos"	"California Gull"	75764	913343	8
"53"	"Fall"	"coos"	"American Wigeon"	54977	913343	6
"54"	"Fall"	"coos"	"Surf Scoter"	56377	913343	6
"55"	"Fall"	"coos"	"Cackling Goose"	45509	913343	5
"56"	"Fall"	"coos"	"Western Gull"	36441	913343	4
"57"	"Fall"	"coos"	"Canada Goose"	27077	913343	3
"58"	"Fall"	"coos"	"Common Murre"	28004	913343	3
"59"	"Fall"	"coos"	"Sooty Shearwater"	29761	913343	3
"60"	"Fall"	"coos"	"American Crow"	18522	913343	2
"61"	"Fall"	"crook"	"Canada Goose"	52419	359461	15
"62"	"Fall"	"crook"	"Mallard"	31738	359461	9
"63"	"Fall"	"crook"	"Northern Shoveler"	30694	359461	9
"64"	"Fall"	"crook"	"European Starling"	28704	359461	8
"65"	"Fall"	"crook"	"American Coot"	25830	359461	7
"66"	"Fall"	"crook"	"Green-winged Teal"	26247	359461	7
"67"	"Fall"	"crook"	"American Robin"	18609	359461	5
"68"	"Fall"	"crook"	"American Wigeon"	16346	359461	5
"69"	"Fall"	"crook"	"Ring-necked Duck"	19036	359461	5
"70"	"Fall"	"crook"	"Brewer's Blackbird"	6010	359461	2
"71"	"Fall"	"curry"	"California Gull"	102929	533599	19
"72"	"Fall"	"curry"	"Cackling Goose"	54466	533599	10
"73"	"Fall"	"curry"	"Surf Scoter"	50703	533599	10
"74"	"Fall"	"curry"	"Pacific Loon"	27770	533599	5
"75"	"Fall"	"curry"	"Western Gull"	20880	533599	4
"76"	"Fall"	"curry"	"European Starling"	16876	533599	3
"77"	"Fall"	"curry"	"Pine Siskin"	17666	533599	3
"78"	"Fall"	"curry"	"American Crow"	8031	533599	2
"79"	"Fall"	"curry"	"American Robin"	9413	533599	2
"80"	"Fall"	"curry"	"Brown Pelican"	11685	533599	2
"81"	"Fall"	"deschutes"	"American Robin"	262949	1943598	14
"82"	"Fall"	"deschutes"	"Mallard"	208506	1943598	11
"83"	"Fall"	"deschutes"	"American Coot"	194962	1943598	10
"84"	"Fall"	"deschutes"	"Canada Goose"	176564	1943598	9
"85"	"Fall"	"deschutes"	"American Wigeon"	108933	1943598	6
"86"	"Fall"	"deschutes"	"Dark-eyed Junco"	53268	1943598	3
"87"	"Fall"	"deschutes"	"Bufflehead"	38660	1943598	2
"88"	"Fall"	"deschutes"	"European Starling"	42972	1943598	2
"89"	"Fall"	"deschutes"	"Green-winged Teal"	41484	1943598	2
"90"	"Fall"	"deschutes"	"House Finch"	31869	1943598	2
"91"	"Fall"	"douglas"	"American Coot"	101315	550934	18
"92"	"Fall"	"douglas"	"American Robin"	35622	550934	6
"93"	"Fall"	"douglas"	"Canada Goose"	31298	550934	6
"94"	"Fall"	"douglas"	"American Wigeon"	25368	550934	5
"95"	"Fall"	"douglas"	"European Starling"	29911	550934	5
"96"	"Fall"	"douglas"	"Mallard"	21945	550934	4
"97"	"Fall"	"douglas"	"Northern Shoveler"	22145	550934	4
"98"	"Fall"	"douglas"	"Surf Scoter"	19610	550934	4
"99"	"Fall"	"douglas"	"Bufflehead"	16116	550934	3
"100"	"Fall"	"douglas"	"Dark-eyed Junco"	10449	550934	2
"101"	"Fall"	"gilliam"	"European Starling"	23724	77634	31
"102"	"Fall"	"gilliam"	"Canada Goose"	9594	77634	12
"103"	"Fall"	"gilliam"	"American Coot"	5356	77634	7
"104"	"Fall"	"gilliam"	"Mallard"	4961	77634	6
"105"	"Fall"	"gilliam"	"California Gull"	3624	77634	5
"106"	"Fall"	"gilliam"	"Common Goldeneye"	2542	77634	3
"107"	"Fall"	"gilliam"	"Horned Lark"	2162	77634	3
"108"	"Fall"	"gilliam"	"White-crowned Sparrow"	2033	77634	3
"109"	"Fall"	"gilliam"	"American Robin"	1270	77634	2
"110"	"Fall"	"gilliam"	"House Sparrow"	1910	77634	2
"111"	"Fall"	"grant"	"European Starling"	7023	56257	12
"112"	"Fall"	"grant"	"American Robin"	3775	56257	7
"113"	"Fall"	"grant"	"Canada Goose"	4036	56257	7
"114"	"Fall"	"grant"	"California Quail"	3124	56257	6
"115"	"Fall"	"grant"	"Mallard"	2764	56257	5
"116"	"Fall"	"grant"	"Sandhill Crane"	2572	56257	5
"117"	"Fall"	"grant"	"Vaux's Swift"	3021	56257	5
"118"	"Fall"	"grant"	"Dark-eyed Junco"	2334	56257	4
"119"	"Fall"	"grant"	"American Wigeon"	1223	56257	2
"120"	"Fall"	"grant"	"Black-billed Magpie"	1011	56257	2
"121"	"Fall"	"harney"	"Canada Goose"	44956	505339	9
"122"	"Fall"	"harney"	"European Starling"	47679	505339	9
"123"	"Fall"	"harney"	"California Quail"	35539	505339	7
"124"	"Fall"	"harney"	"Northern Shoveler"	32991	505339	7
"125"	"Fall"	"harney"	"American Coot"	27118	505339	5
"126"	"Fall"	"harney"	"Mallard"	27154	505339	5
"127"	"Fall"	"harney"	"American Robin"	21201	505339	4
"128"	"Fall"	"harney"	"White-crowned Sparrow"	18035	505339	4
"129"	"Fall"	"harney"	"Ruddy Duck"	13754	505339	3
"130"	"Fall"	"harney"	"Sandhill Crane"	16621	505339	3
"131"	"Fall"	"hood river"	"American Coot"	130195	335515	39
"132"	"Fall"	"hood river"	"Lesser Scaup"	29469	335515	9
"133"	"Fall"	"hood river"	"Canada Goose"	18673	335515	6
"134"	"Fall"	"hood river"	"American Wigeon"	14410	335515	4
"135"	"Fall"	"hood river"	"Mallard"	11068	335515	3
"136"	"Fall"	"hood river"	"Ring-necked Duck"	8917	335515	3
"137"	"Fall"	"hood river"	"Bufflehead"	6536	335515	2
"138"	"Fall"	"hood river"	"California Gull"	5631	335515	2
"139"	"Fall"	"hood river"	"Dark-eyed Junco"	5126	335515	2
"140"	"Fall"	"hood river"	"European Starling"	5378	335515	2
"141"	"Fall"	"jackson"	"American Robin"	124671	1299549	10
"142"	"Fall"	"jackson"	"European Starling"	112744	1299549	9
"143"	"Fall"	"jackson"	"Canada Goose"	93158	1299549	7
"144"	"Fall"	"jackson"	"American Coot"	64001	1299549	5
"145"	"Fall"	"jackson"	"Dark-eyed Junco"	57378	1299549	4
"146"	"Fall"	"jackson"	"Golden-crowned Sparrow"	56002	1299549	4
"147"	"Fall"	"jackson"	"Red-winged Blackbird"	49122	1299549	4
"148"	"Fall"	"jackson"	"American Wigeon"	41811	1299549	3
"149"	"Fall"	"jackson"	"Cedar Waxwing"	32963	1299549	3
"150"	"Fall"	"jackson"	"Mallard"	36828	1299549	3
"151"	"Fall"	"jefferson"	"American Robin"	33715	238375	14
"152"	"Fall"	"jefferson"	"American Coot"	24185	238375	10
"153"	"Fall"	"jefferson"	"Canada Goose"	20065	238375	8
"154"	"Fall"	"jefferson"	"European Starling"	14828	238375	6
"155"	"Fall"	"jefferson"	"Mallard"	10916	238375	5
"156"	"Fall"	"jefferson"	"Brewer's Blackbird"	6271	238375	3
"157"	"Fall"	"jefferson"	"Common Merganser"	7809	238375	3
"158"	"Fall"	"jefferson"	"American Wigeon"	4010	238375	2
"159"	"Fall"	"jefferson"	"Bufflehead"	5724	238375	2
"160"	"Fall"	"jefferson"	"Dark-eyed Junco"	5521	238375	2
"161"	"Fall"	"josephine"	"Canada Goose"	49249	381349	13
"162"	"Fall"	"josephine"	"American Robin"	36632	381349	10
"163"	"Fall"	"josephine"	"Dark-eyed Junco"	28010	381349	7
"164"	"Fall"	"josephine"	"American Coot"	22888	381349	6
"165"	"Fall"	"josephine"	"Mallard"	17269	381349	5
"166"	"Fall"	"josephine"	"European Starling"	15967	381349	4
"167"	"Fall"	"josephine"	"American Crow"	11300	381349	3
"168"	"Fall"	"josephine"	"Cedar Waxwing"	13019	381349	3
"169"	"Fall"	"josephine"	"Golden-crowned Sparrow"	10485	381349	3
"170"	"Fall"	"josephine"	"American Wigeon"	6707	381349	2
"171"	"Fall"	"klamath"	"American Coot"	290330	1231643	24
"172"	"Fall"	"klamath"	"Northern Shoveler"	89968	1231643	7
"173"	"Fall"	"klamath"	"Ruddy Duck"	86820	1231643	7
"174"	"Fall"	"klamath"	"Canada Goose"	62767	1231643	5
"175"	"Fall"	"klamath"	"Bufflehead"	52078	1231643	4
"176"	"Fall"	"klamath"	"Red-winged Blackbird"	49196	1231643	4
"177"	"Fall"	"klamath"	"Ring-billed Gull"	46473	1231643	4
"178"	"Fall"	"klamath"	"American Wigeon"	36077	1231643	3
"179"	"Fall"	"klamath"	"European Starling"	34122	1231643	3
"180"	"Fall"	"klamath"	"Mallard"	33319	1231643	3
"181"	"Fall"	"lake"	"Northern Shoveler"	81462	416615	20
"182"	"Fall"	"lake"	"American Coot"	74671	416615	18
"183"	"Fall"	"lake"	"American Avocet"	33770	416615	8
"184"	"Fall"	"lake"	"Eared Grebe"	31274	416615	8
"185"	"Fall"	"lake"	"Snow Goose"	18122	416615	4
"186"	"Fall"	"lake"	"American Wigeon"	12440	416615	3
"187"	"Fall"	"lake"	"Canada Goose"	13148	416615	3
"188"	"Fall"	"lake"	"European Starling"	8138	416615	2
"189"	"Fall"	"lake"	"Gadwall"	6870	416615	2
"190"	"Fall"	"lake"	"Green-winged Teal"	7964	416615	2
"191"	"Fall"	"lane"	"Cackling Goose"	1254325	4256482	29
"192"	"Fall"	"lane"	"European Starling"	251321	4256482	6
"193"	"Fall"	"lane"	"Canada Goose"	164533	4256482	4
"194"	"Fall"	"lane"	"Dunlin"	190413	4256482	4
"195"	"Fall"	"lane"	"American Coot"	100608	4256482	2
"196"	"Fall"	"lane"	"American Crow"	83778	4256482	2
"197"	"Fall"	"lane"	"California Gull"	73070	4256482	2
"198"	"Fall"	"lane"	"Dark-eyed Junco"	97617	4256482	2
"199"	"Fall"	"lane"	"Mallard"	98548	4256482	2
"200"	"Fall"	"lane"	"Red-winged Blackbird"	100875	4256482	2
"201"	"Fall"	"lincoln"	"American Wigeon"	542146	4156249	13
"202"	"Fall"	"lincoln"	"Pacific Loon"	521544	4156249	13
"203"	"Fall"	"lincoln"	"Surf Scoter"	439258	4156249	11
"204"	"Fall"	"lincoln"	"California Gull"	359441	4156249	9
"205"	"Fall"	"lincoln"	"Common Murre"	162670	4156249	4
"206"	"Fall"	"lincoln"	"Northern Pintail"	181542	4156249	4
"207"	"Fall"	"lincoln"	"Sooty Shearwater"	130207	4156249	3
"208"	"Fall"	"lincoln"	"Western Gull"	132684	4156249	3
"209"	"Fall"	"lincoln"	"Brown Pelican"	69130	4156249	2
"210"	"Fall"	"lincoln"	"Bufflehead"	68107	4156249	2
"211"	"Fall"	"linn"	"European Starling"	428192	1184538	36
"212"	"Fall"	"linn"	"Cackling Goose"	120993	1184538	10
"213"	"Fall"	"linn"	"American Wigeon"	77824	1184538	7
"214"	"Fall"	"linn"	"American Coot"	31628	1184538	3
"215"	"Fall"	"linn"	"Killdeer"	36536	1184538	3
"216"	"Fall"	"linn"	"Mallard"	33157	1184538	3
"217"	"Fall"	"linn"	"American Pipit"	20436	1184538	2
"218"	"Fall"	"linn"	"American Robin"	19703	1184538	2
"219"	"Fall"	"linn"	"Brewer's Blackbird"	20563	1184538	2
"220"	"Fall"	"linn"	"Canada Goose"	28721	1184538	2
"221"	"Fall"	"malheur"	"Canada Goose"	19681	123490	16
"222"	"Fall"	"malheur"	"Red-winged Blackbird"	18396	123490	15
"223"	"Fall"	"malheur"	"European Starling"	14892	123490	12
"224"	"Fall"	"malheur"	"Mallard"	9668	123490	8
"225"	"Fall"	"malheur"	"American Coot"	6085	123490	5
"226"	"Fall"	"malheur"	"Common Goldeneye"	3788	123490	3
"227"	"Fall"	"malheur"	"Snow Goose"	4178	123490	3
"228"	"Fall"	"malheur"	"American Robin"	2966	123490	2
"229"	"Fall"	"malheur"	"American Wigeon"	3086	123490	2
"230"	"Fall"	"malheur"	"Northern Shoveler"	2469	123490	2
"231"	"Fall"	"marion"	"Cackling Goose"	1492213	2742418	54
"232"	"Fall"	"marion"	"Green-winged Teal"	135104	2742418	5
"233"	"Fall"	"marion"	"Mallard"	142361	2742418	5
"234"	"Fall"	"marion"	"Canada Goose"	106474	2742418	4
"235"	"Fall"	"marion"	"European Starling"	83227	2742418	3
"236"	"Fall"	"marion"	"Northern Pintail"	58249	2742418	2
"237"	"Fall"	"marion"	"American Coot"	28182	2742418	1
"238"	"Fall"	"marion"	"American Crow"	24681	2742418	1
"239"	"Fall"	"marion"	"American Goldfinch"	14276	2742418	1
"240"	"Fall"	"marion"	"American Robin"	32303	2742418	1
"241"	"Fall"	"morrow"	"American Coot"	101930	448039	23
"242"	"Fall"	"morrow"	"Snow Goose"	104075	448039	23
"243"	"Fall"	"morrow"	"Mallard"	54759	448039	12
"244"	"Fall"	"morrow"	"Canada Goose"	40563	448039	9
"245"	"Fall"	"morrow"	"American Crow"	21740	448039	5
"246"	"Fall"	"morrow"	"European Starling"	23270	448039	5
"247"	"Fall"	"morrow"	"American Wigeon"	18878	448039	4
"248"	"Fall"	"morrow"	"Red-winged Blackbird"	7392	448039	2
"249"	"Fall"	"morrow"	"Ring-billed Gull"	10138	448039	2
"250"	"Fall"	"morrow"	"American Robin"	6447	448039	1
"251"	"Fall"	"multnomah"	"Cackling Goose"	2010938	6769425	30
"252"	"Fall"	"multnomah"	"American Crow"	646312	6769425	10
"253"	"Fall"	"multnomah"	"Snow Goose"	361133	6769425	5
"254"	"Fall"	"multnomah"	"Vaux's Swift"	337282	6769425	5
"255"	"Fall"	"multnomah"	"Canada Goose"	223464	6769425	3
"256"	"Fall"	"multnomah"	"European Starling"	224609	6769425	3
"257"	"Fall"	"multnomah"	"Mallard"	228504	6769425	3
"258"	"Fall"	"multnomah"	"American Wigeon"	128586	6769425	2
"259"	"Fall"	"multnomah"	"Dark-eyed Junco"	117089	6769425	2
"260"	"Fall"	"multnomah"	"Greater White-fronted Goose"	101865	6769425	2
"261"	"Fall"	"polk"	"Cackling Goose"	641596	1382957	46
"262"	"Fall"	"polk"	"European Starling"	173305	1382957	13
"263"	"Fall"	"polk"	"Mallard"	78880	1382957	6
"264"	"Fall"	"polk"	"Northern Pintail"	48611	1382957	4
"265"	"Fall"	"polk"	"Red-winged Blackbird"	36852	1382957	3
"266"	"Fall"	"polk"	"Canada Goose"	30020	1382957	2
"267"	"Fall"	"polk"	"Northern Shoveler"	22698	1382957	2
"268"	"Fall"	"polk"	"American Coot"	12823	1382957	1
"269"	"Fall"	"polk"	"American Crow"	15028	1382957	1
"270"	"Fall"	"polk"	"American Pipit"	9063	1382957	1
"271"	"Fall"	"sherman"	"Canada Goose"	21620	174361	12
"272"	"Fall"	"sherman"	"Bonaparte's Gull"	16995	174361	10
"273"	"Fall"	"sherman"	"California Gull"	14871	174361	9
"274"	"Fall"	"sherman"	"American Coot"	11844	174361	7
"275"	"Fall"	"sherman"	"Common Merganser"	10600	174361	6
"276"	"Fall"	"sherman"	"European Starling"	7073	174361	4
"277"	"Fall"	"sherman"	"Lesser Scaup"	6536	174361	4
"278"	"Fall"	"sherman"	"Ring-billed Gull"	6718	174361	4
"279"	"Fall"	"sherman"	"American Wigeon"	5473	174361	3
"280"	"Fall"	"sherman"	"Double-crested Cormorant"	4714	174361	3
"281"	"Fall"	"tillamook"	"American Wigeon"	361120	2214260	16
"282"	"Fall"	"tillamook"	"European Starling"	152254	2214260	7
"283"	"Fall"	"tillamook"	"Surf Scoter"	152292	2214260	7
"284"	"Fall"	"tillamook"	"Cackling Goose"	124081	2214260	6
"285"	"Fall"	"tillamook"	"Northern Pintail"	127416	2214260	6
"286"	"Fall"	"tillamook"	"Bufflehead"	64098	2214260	3
"287"	"Fall"	"tillamook"	"Canada Goose"	64813	2214260	3
"288"	"Fall"	"tillamook"	"Mallard"	62779	2214260	3
"289"	"Fall"	"tillamook"	"Sooty Shearwater"	65278	2214260	3
"290"	"Fall"	"tillamook"	"Western Gull"	56764	2214260	3
"291"	"Fall"	"umatilla"	"Snow Goose"	408410	1100880	37
"292"	"Fall"	"umatilla"	"Ring-billed Gull"	80514	1100880	7
"293"	"Fall"	"umatilla"	"Canada Goose"	68966	1100880	6
"294"	"Fall"	"umatilla"	"European Starling"	66112	1100880	6
"295"	"Fall"	"umatilla"	"American Coot"	48506	1100880	4
"296"	"Fall"	"umatilla"	"American Wigeon"	45041	1100880	4
"297"	"Fall"	"umatilla"	"Mallard"	49403	1100880	4
"298"	"Fall"	"umatilla"	"Cackling Goose"	31883	1100880	3
"299"	"Fall"	"umatilla"	"Double-crested Cormorant"	20060	1100880	2
"300"	"Fall"	"umatilla"	"American Robin"	15636	1100880	1
"301"	"Fall"	"union"	"Mallard"	160274	907264	18
"302"	"Fall"	"union"	"Northern Shoveler"	87461	907264	10
"303"	"Fall"	"union"	"European Starling"	80283	907264	9
"304"	"Fall"	"union"	"Canada Goose"	66282	907264	7
"305"	"Fall"	"union"	"Ring-necked Duck"	38520	907264	4
"306"	"Fall"	"union"	"Ruddy Duck"	35434	907264	4
"307"	"Fall"	"union"	"American Coot"	25208	907264	3
"308"	"Fall"	"union"	"California Quail"	23035	907264	3
"309"	"Fall"	"union"	"Dark-eyed Junco"	25347	907264	3
"310"	"Fall"	"union"	"Brewer's Blackbird"	14613	907264	2
"311"	"Fall"	"wallowa"	"Mallard"	16138	136871	12
"312"	"Fall"	"wallowa"	"Canada Goose"	12837	136871	9
"313"	"Fall"	"wallowa"	"European Starling"	12766	136871	9
"314"	"Fall"	"wallowa"	"American Coot"	9775	136871	7
"315"	"Fall"	"wallowa"	"Bufflehead"	6658	136871	5
"316"	"Fall"	"wallowa"	"Dark-eyed Junco"	5919	136871	4
"317"	"Fall"	"wallowa"	"Bohemian Waxwing"	4533	136871	3
"318"	"Fall"	"wallowa"	"California Quail"	3597	136871	3
"319"	"Fall"	"wallowa"	"Gray-crowned Rosy-Finch"	3429	136871	3
"320"	"Fall"	"wallowa"	"American Robin"	2435	136871	2
"321"	"Fall"	"wasco"	"American Coot"	84909	365588	23
"322"	"Fall"	"wasco"	"Canada Goose"	39140	365588	11
"323"	"Fall"	"wasco"	"California Gull"	36523	365588	10
"324"	"Fall"	"wasco"	"American Wigeon"	26316	365588	7
"325"	"Fall"	"wasco"	"European Starling"	13604	365588	4
"326"	"Fall"	"wasco"	"Dark-eyed Junco"	9243	365588	3
"327"	"Fall"	"wasco"	"Mallard"	10424	365588	3
"328"	"Fall"	"wasco"	"American Robin"	6179	365588	2
"329"	"Fall"	"wasco"	"Double-crested Cormorant"	8941	365588	2
"330"	"Fall"	"wasco"	"Lesser Scaup"	7315	365588	2
"331"	"Fall"	"washington"	"Cackling Goose"	3341644	7231923	46
"332"	"Fall"	"washington"	"Northern Pintail"	852909	7231923	12
"333"	"Fall"	"washington"	"Mallard"	352468	7231923	5
"334"	"Fall"	"washington"	"Canada Goose"	263387	7231923	4
"335"	"Fall"	"washington"	"Green-winged Teal"	250808	7231923	3
"336"	"Fall"	"washington"	"American Coot"	164776	7231923	2
"337"	"Fall"	"washington"	"American Wigeon"	169347	7231923	2
"338"	"Fall"	"washington"	"European Starling"	151609	7231923	2
"339"	"Fall"	"washington"	"Red-winged Blackbird"	154785	7231923	2
"340"	"Fall"	"washington"	"American Crow"	85963	7231923	1
"341"	"Fall"	"wheeler"	"American Robin"	4817	22588	21
"342"	"Fall"	"wheeler"	"Canada Goose"	2390	22588	11
"343"	"Fall"	"wheeler"	"European Starling"	1602	22588	7
"344"	"Fall"	"wheeler"	"Wild Turkey"	1024	22588	5
"345"	"Fall"	"wheeler"	"Dark-eyed Junco"	817	22588	4
"346"	"Fall"	"wheeler"	"Mallard"	934	22588	4
"347"	"Fall"	"wheeler"	"American Coot"	567	22588	3
"348"	"Fall"	"wheeler"	"Common Raven"	587	22588	3
"349"	"Fall"	"wheeler"	"Ring-necked Duck"	667	22588	3
"350"	"Fall"	"wheeler"	"Townsend's Solitaire"	697	22588	3
"351"	"Fall"	"yamhill"	"Northern Shoveler"	55041	308382	18
"352"	"Fall"	"yamhill"	"Cackling Goose"	40780	308382	13
"353"	"Fall"	"yamhill"	"European Starling"	39569	308382	13
"354"	"Fall"	"yamhill"	"American Coot"	16212	308382	5
"355"	"Fall"	"yamhill"	"Canada Goose"	12930	308382	4
"356"	"Fall"	"yamhill"	"Ruddy Duck"	13614	308382	4
"357"	"Fall"	"yamhill"	"American Robin"	10351	308382	3
"358"	"Fall"	"yamhill"	"American Wigeon"	9956	308382	3
"359"	"Fall"	"yamhill"	"Dark-eyed Junco"	8316	308382	3
"360"	"Fall"	"yamhill"	"Mallard"	10293	308382	3
"361"	"Spring"	"baker"	"Canada Goose"	12530	170831	7
"362"	"Spring"	"baker"	"American Coot"	10987	170831	6
"363"	"Spring"	"baker"	"European Starling"	10210	170831	6
"364"	"Spring"	"baker"	"Red-winged Blackbird"	10945	170831	6
"365"	"Spring"	"baker"	"Brewer's Blackbird"	6482	170831	4
