"season"	"county"	"common_name"	"number_seen"	"total_number_seen"	"percentage_of_total"
"774"	"Summer"	"coos"	"Canada Goose"	23330	765723	3
"775"	"Summer"	"coos"	"Least Sandpiper"	20918	765723	3
"776"	"Summer"	"coos"	"American Crow"	15173	765723	2
"777"	"Summer"	"coos"	"Barn Swallow"	13060	765723	2
"778"	"Summer"	"coos"	"Brandt's Cormorant"	12637	765723	2
"779"	"Summer"	"coos"	"Brown Pelican"	17207	765723	2
"780"	"Summer"	"coos"	"California Gull"	13357	765723	2
"781"	"Summer"	"crook"	"Canada Goose"	51166	380263	13
"782"	"Summer"	"crook"	"Mallard"	47551	380263	13
"783"	"Summer"	"crook"	"American Coot"	26213	380263	7
"784"	"Summer"	"crook"	"Bank Swallow"	18395	380263	5
"785"	"Summer"	"crook"	"Least Sandpiper"	14287	380263	4
"786"	"Summer"	"crook"	"Western Sandpiper"	13957	380263	4
"787"	"Summer"	"crook"	"Barn Swallow"	11283	380263	3
"788"	"Summer"	"crook"	"Brewer's Blackbird"	12643	380263	3
"789"	"Summer"	"crook"	"European Starling"	11288	380263	3
"790"	"Summer"	"crook"	"Killdeer"	11676	380263	3
"791"	"Summer"	"curry"	"Common Murre"	26504	283114	9
"792"	"Summer"	"curry"	"Western Gull"	25775	283114	9
"793"	"Summer"	"curry"	"Brown Pelican"	16775	283114	6
"794"	"Summer"	"curry"	"Sooty Shearwater"	12340	283114	4
"795"	"Summer"	"curry"	"Barn Swallow"	7185	283114	3
"796"	"Summer"	"curry"	"Double-crested Cormorant"	8322	283114	3
"797"	"Summer"	"curry"	"Swainson's Thrush"	7661	283114	3
"798"	"Summer"	"curry"	"Violet-green Swallow"	8925	283114	3
"799"	"Summer"	"curry"	"American Crow"	5670	283114	2
"800"	"Summer"	"curry"	"Brandt's Cormorant"	5837	283114	2
"801"	"Summer"	"deschutes"	"Vaux's Swift"	170358	1699611	10
"802"	"Summer"	"deschutes"	"Canada Goose"	136831	1699611	8
"803"	"Summer"	"deschutes"	"Mallard"	101060	1699611	6
"804"	"Summer"	"deschutes"	"American Coot"	67534	1699611	4
"805"	"Summer"	"deschutes"	"Brewer's Blackbird"	50716	1699611	3
"806"	"Summer"	"deschutes"	"Red-winged Blackbird"	44925	1699611	3
"807"	"Summer"	"deschutes"	"American Robin"	40226	1699611	2
"808"	"Summer"	"deschutes"	"American White Pelican"	25987	1699611	2
"809"	"Summer"	"deschutes"	"Barn Swallow"	27346	1699611	2
"810"	"Summer"	"deschutes"	"European Starling"	29479	1699611	2
"811"	"Summer"	"douglas"	"Vaux's Swift"	34273	326614	10
"812"	"Summer"	"douglas"	"Canada Goose"	16798	326614	5
"813"	"Summer"	"douglas"	"Mallard"	14982	326614	5
"814"	"Summer"	"douglas"	"American Coot"	14583	326614	4
"815"	"Summer"	"douglas"	"Violet-green Swallow"	12760	326614	4
"816"	"Summer"	"douglas"	"European Starling"	8941	326614	3
"817"	"Summer"	"douglas"	"Turkey Vulture"	8204	326614	3
"818"	"Summer"	"douglas"	"Western Sandpiper"	8689	326614	3
"819"	"Summer"	"douglas"	"American Goldfinch"	5119	326614	2
"820"	"Summer"	"douglas"	"Barn Swallow"	7399	326614	2
"821"	"Summer"	"gilliam"	"Mallard"	4793	41020	12
"822"	"Summer"	"gilliam"	"Brewer's Blackbird"	3055	41020	7
"823"	"Summer"	"gilliam"	"Horned Lark"	2858	41020	7
"824"	"Summer"	"gilliam"	"Barn Swallow"	2478	41020	6
"825"	"Summer"	"gilliam"	"European Starling"	2636	41020	6
"826"	"Summer"	"gilliam"	"Red-winged Blackbird"	1939	41020	5
"827"	"Summer"	"gilliam"	"Cliff Swallow"	1574	41020	4
"828"	"Summer"	"gilliam"	"Canada Goose"	1333	41020	3
"829"	"Summer"	"gilliam"	"House Sparrow"	1386	41020	3
"830"	"Summer"	"gilliam"	"American White Pelican"	753	41020	2
"831"	"Summer"	"grant"	"Vaux's Swift"	6894	85199	8
"832"	"Summer"	"grant"	"Brewer's Blackbird"	5165	85199	6
"833"	"Summer"	"grant"	"Red-winged Blackbird"	4859	85199	6
"834"	"Summer"	"grant"	"European Starling"	4184	85199	5
"835"	"Summer"	"grant"	"American Robin"	3725	85199	4
"836"	"Summer"	"grant"	"Mountain Chickadee"	2252	85199	3
"837"	"Summer"	"grant"	"California Quail"	1746	85199	2
"838"	"Summer"	"grant"	"Canada Goose"	1558	85199	2
"839"	"Summer"	"grant"	"Cassin's Finch"	1393	85199	2
"840"	"Summer"	"grant"	"Cedar Waxwing"	1521	85199	2
"841"	"Summer"	"harney"	"American Coot"	78079	1030558	8
"842"	"Summer"	"harney"	"Canada Goose"	59662	1030558	6
"843"	"Summer"	"harney"	"Red-winged Blackbird"	58992	1030558	6
"844"	"Summer"	"harney"	"White-faced Ibis"	64555	1030558	6
"845"	"Summer"	"harney"	"Long-billed Dowitcher"	45401	1030558	4
"846"	"Summer"	"harney"	"American White Pelican"	29113	1030558	3
"847"	"Summer"	"harney"	"Bank Swallow"	29383	1030558	3
"848"	"Summer"	"harney"	"Brewer's Blackbird"	33973	1030558	3
"849"	"Summer"	"harney"	"Mallard"	35878	1030558	3
"850"	"Summer"	"harney"	"Barn Swallow"	23647	1030558	2
"851"	"Summer"	"hood river"	"California Gull"	9074	135288	7
"852"	"Summer"	"hood river"	"Canada Goose"	9235	135288	7
"853"	"Summer"	"hood river"	"Dark-eyed Junco"	6491	135288	5
"854"	"Summer"	"hood river"	"European Starling"	6328	135288	5
"855"	"Summer"	"hood river"	"American Coot"	3967	135288	3
"856"	"Summer"	"hood river"	"American Robin"	3797	135288	3
"857"	"Summer"	"hood river"	"Pine Siskin"	3501	135288	3
"858"	"Summer"	"hood river"	"Violet-green Swallow"	4215	135288	3
"859"	"Summer"	"hood river"	"Yellow-rumped Warbler"	3509	135288	3
"860"	"Summer"	"hood river"	"American Crow"	2391	135288	2
"861"	"Summer"	"jackson"	"Canada Goose"	65251	738549	9
"862"	"Summer"	"jackson"	"European Starling"	53144	738549	7
"863"	"Summer"	"jackson"	"Vaux's Swift"	39362	738549	5
"864"	"Summer"	"jackson"	"Acorn Woodpecker"	20071	738549	3
"865"	"Summer"	"jackson"	"Brewer's Blackbird"	22805	738549	3
"866"	"Summer"	"jackson"	"Dark-eyed Junco"	19161	738549	3
"867"	"Summer"	"jackson"	"Lesser Goldfinch"	23050	738549	3
"868"	"Summer"	"jackson"	"Mallard"	24713	738549	3
"869"	"Summer"	"jackson"	"Red-winged Blackbird"	20757	738549	3
"870"	"Summer"	"jackson"	"American Robin"	12419	738549	2
"871"	"Summer"	"jefferson"	"Canada Goose"	13117	155811	8
"872"	"Summer"	"jefferson"	"European Starling"	8900	155811	6
"873"	"Summer"	"jefferson"	"Dark-eyed Junco"	5619	155811	4
"874"	"Summer"	"jefferson"	"Mallard"	5877	155811	4
"875"	"Summer"	"jefferson"	"Yellow-rumped Warbler"	5930	155811	4
"876"	"Summer"	"jefferson"	"Brewer's Blackbird"	3918	155811	3
"877"	"Summer"	"jefferson"	"Violet-green Swallow"	3896	155811	3
"878"	"Summer"	"jefferson"	"American Robin"	3866	155811	2
"879"	"Summer"	"jefferson"	"Barn Swallow"	2415	155811	2
"880"	"Summer"	"jefferson"	"Chipping Sparrow"	2827	155811	2
"881"	"Summer"	"josephine"	"Canada Goose"	17756	193321	9
"882"	"Summer"	"josephine"	"Mallard"	10434	193321	5
"883"	"Summer"	"josephine"	"European Starling"	7405	193321	4
"884"	"Summer"	"josephine"	"Turkey Vulture"	8632	193321	4
"885"	"Summer"	"josephine"	"American Crow"	5880	193321	3
"886"	"Summer"	"josephine"	"Black-capped Chickadee"	6320	193321	3
"887"	"Summer"	"josephine"	"Lesser Goldfinch"	6041	193321	3
"888"	"Summer"	"josephine"	"Northern Rough-winged Swallow"	5419	193321	3
"889"	"Summer"	"josephine"	"Violet-green Swallow"	4919	193321	3
"890"	"Summer"	"josephine"	"Wild Turkey"	5414	193321	3
"891"	"Summer"	"klamath"	"American Coot"	110999	979003	11
"892"	"Summer"	"klamath"	"Canada Goose"	64728	979003	7
"893"	"Summer"	"klamath"	"Ring-billed Gull"	66324	979003	7
"894"	"Summer"	"klamath"	"Red-winged Blackbird"	52918	979003	5
"895"	"Summer"	"klamath"	"Mallard"	40195	979003	4
"896"	"Summer"	"klamath"	"American White Pelican"	30369	979003	3
"897"	"Summer"	"klamath"	"Brewer's Blackbird"	28456	979003	3
"898"	"Summer"	"klamath"	"Cliff Swallow"	27278	979003	3
"899"	"Summer"	"klamath"	"European Starling"	25102	979003	3
"900"	"Summer"	"klamath"	"White-faced Ibis"	30201	979003	3
"901"	"Summer"	"lake"	"Wilson's Phalarope"	758615	2453693	31
"902"	"Summer"	"lake"	"American Avocet"	390119	2453693	16
"903"	"Summer"	"lake"	"Northern Shoveler"	158393	2453693	6
"904"	"Summer"	"lake"	"Eared Grebe"	119244	2453693	5
"905"	"Summer"	"lake"	"American Coot"	87112	2453693	4
"906"	"Summer"	"lake"	"Black-necked Stilt"	63978	2453693	3
"907"	"Summer"	"lake"	"California Gull"	62079	2453693	3
"908"	"Summer"	"lake"	"Canada Goose"	54252	2453693	2
"909"	"Summer"	"lake"	"Gadwall"	42360	2453693	2
"910"	"Summer"	"lake"	"Long-billed Dowitcher"	51855	2453693	2
"911"	"Summer"	"lane"	"Vaux's Swift"	291588	3134237	9
"912"	"Summer"	"lane"	"European Starling"	203715	3134237	6
"913"	"Summer"	"lane"	"Western Sandpiper"	194038	3134237	6
"914"	"Summer"	"lane"	"Barn Swallow"	169294	3134237	5
"915"	"Summer"	"lane"	"Canada Goose"	154216	3134237	5
"916"	"Summer"	"lane"	"Mallard"	114203	3134237	4
"917"	"Summer"	"lane"	"Red-winged Blackbird"	122685	3134237	4
"918"	"Summer"	"lane"	"Surf Scoter"	81539	3134237	3
"919"	"Summer"	"lane"	"American Crow"	69098	3134237	2
"920"	"Summer"	"lane"	"Cedar Waxwing"	54466	3134237	2
"921"	"Summer"	"lincoln"	"Common Murre"	1172467	2962360	40
"922"	"Summer"	"lincoln"	"California Gull"	202682	2962360	7
"923"	"Summer"	"lincoln"	"Western Gull"	157017	2962360	5
"924"	"Summer"	"lincoln"	"Sooty Shearwater"	108367	2962360	4
"925"	"Summer"	"lincoln"	"Western Sandpiper"	115736	2962360	4
"926"	"Summer"	"lincoln"	"Brandt's Cormorant"	102029	2962360	3
"927"	"Summer"	"lincoln"	"Brown Pelican"	97488	2962360	3
"928"	"Summer"	"lincoln"	"Pelagic Cormorant"	82388	2962360	3
"929"	"Summer"	"lincoln"	"Surf Scoter"	100818	2962360	3
"930"	"Summer"	"lincoln"	"Canada Goose"	44699	2962360	2
"931"	"Summer"	"linn"	"European Starling"	20212	238365	8
"932"	"Summer"	"linn"	"Barn Swallow"	13141	238365	6
"933"	"Summer"	"linn"	"Mallard"	14075	238365	6
"934"	"Summer"	"linn"	"American Goldfinch"	8984	238365	4
"935"	"Summer"	"linn"	"Canada Goose"	8847	238365	4
"936"	"Summer"	"linn"	"American Robin"	8115	238365	3
"937"	"Summer"	"linn"	"Black-capped Chickadee"	6083	238365	3
"938"	"Summer"	"linn"	"Cedar Waxwing"	6293	238365	3
"939"	"Summer"	"linn"	"Dark-eyed Junco"	5992	238365	3
"940"	"Summer"	"linn"	"Red-winged Blackbird"	6387	238365	3
"941"	"Summer"	"malheur"	"Canada Goose"	19994	96509	21
"942"	"Summer"	"malheur"	"European Starling"	4345	96509	5
"943"	"Summer"	"malheur"	"Mallard"	4003	96509	4
"944"	"Summer"	"malheur"	"Red-winged Blackbird"	3856	96509	4
"945"	"Summer"	"malheur"	"American Coot"	2564	96509	3
"946"	"Summer"	"malheur"	"American White Pelican"	2474	96509	3
"947"	"Summer"	"malheur"	"Brewer's Blackbird"	3281	96509	3
"948"	"Summer"	"malheur"	"Cliff Swallow"	2863	96509	3
"949"	"Summer"	"malheur"	"Horned Lark"	3340	96509	3
"950"	"Summer"	"malheur"	"White-faced Ibis"	3065	96509	3
"951"	"Summer"	"marion"	"Mallard"	101964	874726	12
"952"	"Summer"	"marion"	"Barn Swallow"	69984	874726	8
"953"	"Summer"	"marion"	"Canada Goose"	61834	874726	7
"954"	"Summer"	"marion"	"European Starling"	49048	874726	6
"955"	"Summer"	"marion"	"Vaux's Swift"	45049	874726	5
"956"	"Summer"	"marion"	"Long-billed Dowitcher"	38320	874726	4
"957"	"Summer"	"marion"	"American Goldfinch"	22704	874726	3
"958"	"Summer"	"marion"	"Cedar Waxwing"	23620	874726	3
"959"	"Summer"	"marion"	"Red-winged Blackbird"	26408	874726	3
"960"	"Summer"	"marion"	"American Crow"	18621	874726	2
"961"	"Summer"	"morrow"	"Canada Goose"	16334	108545	15
"962"	"Summer"	"morrow"	"Mallard"	12102	108545	11
"963"	"Summer"	"morrow"	"European Starling"	6355	108545	6
"964"	"Summer"	"morrow"	"Ring-billed Gull"	5212	108545	5
"965"	"Summer"	"morrow"	"American Coot"	4830	108545	4
"966"	"Summer"	"morrow"	"Bank Swallow"	4157	108545	4
"967"	"Summer"	"morrow"	"Red-winged Blackbird"	4091	108545	4
"968"	"Summer"	"morrow"	"American Wigeon"	3091	108545	3
"969"	"Summer"	"morrow"	"Barn Swallow"	2976	108545	3
"970"	"Summer"	"morrow"	"Cliff Swallow"	3154	108545	3
"971"	"Summer"	"multnomah"	"Vaux's Swift"	1016689	3618535	28
"972"	"Summer"	"multnomah"	"Barn Swallow"	239207	3618535	7
"973"	"Summer"	"multnomah"	"American Crow"	193319	3618535	5
"974"	"Summer"	"multnomah"	"Mallard"	170095	3618535	5
"975"	"Summer"	"multnomah"	"Canada Goose"	132690	3618535	4
"976"	"Summer"	"multnomah"	"European Starling"	149553	3618535	4
"977"	"Summer"	"multnomah"	"American White Pelican"	83811	3618535	2
"978"	"Summer"	"multnomah"	"Black-capped Chickadee"	60870	3618535	2
"979"	"Summer"	"multnomah"	"Cedar Waxwing"	54353	3618535	2
"980"	"Summer"	"multnomah"	"Great Egret"	74482	3618535	2
"981"	"Summer"	"polk"	"Barn Swallow"	34026	398330	9
"982"	"Summer"	"polk"	"Mallard"	28807	398330	7
"983"	"Summer"	"polk"	"European Starling"	24055	398330	6
"984"	"Summer"	"polk"	"Violet-green Swallow"	22715	398330	6
"985"	"Summer"	"polk"	"Canada Goose"	18963	398330	5
"986"	"Summer"	"polk"	"American Goldfinch"	15104	398330	4
"987"	"Summer"	"polk"	"Brewer's Blackbird"	16322	398330	4
"988"	"Summer"	"polk"	"Red-winged Blackbird"	17877	398330	4
"989"	"Summer"	"polk"	"American Robin"	10041	398330	3
"990"	"Summer"	"polk"	"American Crow"	9387	398330	2
"991"	"Summer"	"sherman"	"American White Pelican"	18659	62796	30
"992"	"Summer"	"sherman"	"Canada Goose"	5317	62796	8
"993"	"Summer"	"sherman"	"California Gull"	3295	62796	5
"994"	"Summer"	"sherman"	"European Starling"	2470	62796	4
"995"	"Summer"	"sherman"	"American Crow"	1773	62796	3
"996"	"Summer"	"sherman"	"Brewer's Blackbird"	1745	62796	3
"997"	"Summer"	"sherman"	"Common Merganser"	1947	62796	3
"998"	"Summer"	"sherman"	"Barn Swallow"	1345	62796	2
"999"	"Summer"	"sherman"	"Cliff Swallow"	1324	62796	2
"1000"	"Summer"	"sherman"	"House Finch"	946	62796	2
"1001"	"Summer"	"tillamook"	"Common Murre"	167514	1413775	12
"1002"	"Summer"	"tillamook"	"Brown Pelican"	126807	1413775	9
"1003"	"Summer"	"tillamook"	"Western Gull"	77765	1413775	6
"1004"	"Summer"	"tillamook"	"Double-crested Cormorant"	77682	1413775	5
"1005"	"Summer"	"tillamook"	"Western Sandpiper"	63705	1413775	5
"1006"	"Summer"	"tillamook"	"Barn Swallow"	54643	1413775	4
"1007"	"Summer"	"tillamook"	"California Gull"	54930	1413775	4
"1008"	"Summer"	"tillamook"	"American Crow"	36106	1413775	3
"1009"	"Summer"	"tillamook"	"Canada Goose"	38180	1413775	3
"1010"	"Summer"	"tillamook"	"European Starling"	37679	1413775	3
"1011"	"Summer"	"umatilla"	"Canada Goose"	52832	313740	17
"1012"	"Summer"	"umatilla"	"Ring-billed Gull"	39697	313740	13
"1013"	"Summer"	"umatilla"	"European Starling"	15356	313740	5
"1014"	"Summer"	"umatilla"	"American White Pelican"	13779	313740	4
"1015"	"Summer"	"umatilla"	"Mallard"	11334	313740	4
"1016"	"Summer"	"umatilla"	"Western Sandpiper"	10854	313740	3
"1017"	"Summer"	"umatilla"	"Barn Swallow"	5575	313740	2
"1018"	"Summer"	"umatilla"	"Brewer's Blackbird"	6663	313740	2
"1019"	"Summer"	"umatilla"	"Cliff Swallow"	5666	313740	2
"1020"	"Summer"	"umatilla"	"Killdeer"	6500	313740	2
"1021"	"Summer"	"union"	"Mallard"	48511	669194	7
"1022"	"Summer"	"union"	"Ruddy Duck"	49453	669194	7
"1023"	"Summer"	"union"	"European Starling"	40878	669194	6
"1024"	"Summer"	"union"	"Canada Goose"	32905	669194	5
"1025"	"Summer"	"union"	"Brewer's Blackbird"	28448	669194	4
"1026"	"Summer"	"union"	"American Coot"	17092	669194	3
"1027"	"Summer"	"union"	"Killdeer"	18021	669194	3
"1028"	"Summer"	"union"	"Red-winged Blackbird"	22991	669194	3
"1029"	"Summer"	"union"	"American Robin"	14313	669194	2
"1030"	"Summer"	"union"	"Barn Swallow"	13946	669194	2
"1031"	"Summer"	"wallowa"	"European Starling"	7903	139337	6
"1032"	"Summer"	"wallowa"	"Brewer's Blackbird"	6775	139337	5
"1033"	"Summer"	"wallowa"	"Canada Goose"	6577	139337	5
"1034"	"Summer"	"wallowa"	"Mallard"	6313	139337	5
"1035"	"Summer"	"wallowa"	"American Robin"	5888	139337	4
"1036"	"Summer"	"wallowa"	"Red-winged Blackbird"	3693	139337	3
"1037"	"Summer"	"wallowa"	"Cedar Waxwing"	2757	139337	2
"1038"	"Summer"	"wallowa"	"Chipping Sparrow"	3178	139337	2
"1039"	"Summer"	"wallowa"	"Dark-eyed Junco"	3383	139337	2
"1040"	"Summer"	"wallowa"	"Killdeer"	2373	139337	2
"1041"	"Summer"	"wasco"	"Canada Goose"	21315	168967	13
"1042"	"Summer"	"wasco"	"California Gull"	16069	168967	10
"1043"	"Summer"	"wasco"	"American White Pelican"	13550	168967	8
"1044"	"Summer"	"wasco"	"European Starling"	8498	168967	5
"1045"	"Summer"	"wasco"	"Mallard"	6588	168967	4
"1046"	"Summer"	"wasco"	"Violet-green Swallow"	5944	168967	4
"1047"	"Summer"	"wasco"	"Brewer's Blackbird"	4997	168967	3
"1048"	"Summer"	"wasco"	"House Sparrow"	4475	168967	3
"1049"	"Summer"	"wasco"	"American Crow"	3554	168967	2
"1050"	"Summer"	"wasco"	"Cliff Swallow"	2665	168967	2
"1051"	"Summer"	"washington"	"European Starling"	301126	2510050	12
"1052"	"Summer"	"washington"	"Mallard"	289845	2510050	12
"1053"	"Summer"	"washington"	"Canada Goose"	266976	2510050	11
"1054"	"Summer"	"washington"	"Red-winged Blackbird"	191090	2510050	8
"1055"	"Summer"	"washington"	"Barn Swallow"	120677	2510050	5
"1056"	"Summer"	"washington"	"Gadwall"	93266	2510050	4
"1057"	"Summer"	"washington"	"American Crow"	44146	2510050	2
"1058"	"Summer"	"washington"	"American Goldfinch"	39510	2510050	2
"1059"	"Summer"	"washington"	"American Robin"	38716	2510050	2
"1060"	"Summer"	"washington"	"Black-capped Chickadee"	40907	2510050	2
"1061"	"Summer"	"wheeler"	"Brewer's Blackbird"	3569	34671	10
"1062"	"Summer"	"wheeler"	"European Starling"	2148	34671	6
"1063"	"Summer"	"wheeler"	"Mallard"	1305	34671	4
"1064"	"Summer"	"wheeler"	"Red-winged Blackbird"	1442	34671	4
"1065"	"Summer"	"wheeler"	"American Coot"	920	34671	3
"1066"	"Summer"	"wheeler"	"American Robin"	1002	34671	3
"1067"	"Summer"	"wheeler"	"Cliff Swallow"	1087	34671	3
"1068"	"Summer"	"wheeler"	"House Sparrow"	958	34671	3
"1069"	"Summer"	"wheeler"	"Mourning Dove"	1201	34671	3
"1070"	"Summer"	"wheeler"	"California Quail"	718	34671	2
"1071"	"Summer"	"yamhill"	"Barn Swallow"	175358	285752	61
"1072"	"Summer"	"yamhill"	"Mallard"	7256	285752	3
"1073"	"Summer"	"yamhill"	"Violet-green Swallow"	8076	285752	3
"1074"	"Summer"	"yamhill"	"American Robin"	5570	285752	2
"1075"	"Summer"	"yamhill"	"European Starling"	6546	285752	2
"1076"	"Summer"	"yamhill"	"Northern Shoveler"	5776	285752	2
"1077"	"Summer"	"yamhill"	"American Coot"	2362	285752	1
"1078"	"Summer"	"yamhill"	"American Crow"	1437	285752	1
"1079"	"Summer"	"yamhill"	"American Goldfinch"	3116	285752	1
"1080"	"Summer"	"yamhill"	"Black-capped Chickadee"	2340	285752	1
"1081"	"Summer"	NA	"Common Nighthawk"	1	2	50
"1082"	"Summer"	NA	"Great Egret"	1	2	50
"1083"	"Winter"	"baker"	"Canada Goose"	17914	97196	18
"1084"	"Winter"	"baker"	"European Starling"	13030	97196	13
"1085"	"Winter"	"baker"	"Mallard"	7526	97196	8
"1086"	"Winter"	"baker"	"House Sparrow"	6392	97196	7
"1087"	"Winter"	"baker"	"Dark-eyed Junco"	6247	97196	6
"1088"	"Winter"	"baker"	"California Quail"	3869	97196	4
"1089"	"Winter"	"baker"	"Horned Lark"	2768	97196	3
"1090"	"Winter"	"baker"	"American Coot"	2200	97196	2
"1091"	"Winter"	"baker"	"Black-billed Magpie"	2303	97196	2
"1092"	"Winter"	"baker"	"Common Goldeneye"	2100	97196	2
"1093"	"Winter"	"benton"	"Cackling Goose"	5458941	11091163	49
"1094"	"Winter"	"benton"	"Northern Shoveler"	746078	11091163	7
"1095"	"Winter"	"benton"	"European Starling"	697175	11091163	6
"1096"	"Winter"	"benton"	"Canada Goose"	369262	11091163	3
"1097"	"Winter"	"benton"	"Green-winged Teal"	370844	11091163	3
"1098"	"Winter"	"benton"	"Mallard"	345959	11091163	3
"1099"	"Winter"	"benton"	"Northern Pintail"	366358	11091163	3
"1100"	"Winter"	"benton"	"American Robin"	242577	11091163	2
"1101"	"Winter"	"benton"	"Ruddy Duck"	181326	11091163	2
"1102"	"Winter"	"benton"	"American Coot"	132221	11091163	1
"1103"	"Winter"	"clackamas"	"Cackling Goose"	300278	1137410	26
"1104"	"Winter"	"clackamas"	"Mallard"	65585	1137410	6
"1105"	"Winter"	"clackamas"	"American Crow"	53377	1137410	5
"1106"	"Winter"	"clackamas"	"American Robin"	52121	1137410	5
"1107"	"Winter"	"clackamas"	"Dark-eyed Junco"	56565	1137410	5
"1108"	"Winter"	"clackamas"	"European Starling"	61343	1137410	5
"1109"	"Winter"	"clackamas"	"Canada Goose"	46269	1137410	4
"1110"	"Winter"	"clackamas"	"Song Sparrow"	28445	1137410	3
"1111"	"Winter"	"clackamas"	"American Wigeon"	21750	1137410	2
"1112"	"Winter"	"clackamas"	"Black-capped Chickadee"	25147	1137410	2
"1113"	"Winter"	"clatsop"	"Cackling Goose"	429380	2277715	19
"1114"	"Winter"	"clatsop"	"European Starling"	221713	2277715	10
"1115"	"Winter"	"clatsop"	"Dunlin"	213381	2277715	9
"1116"	"Winter"	"clatsop"	"American Wigeon"	140907	2277715	6
"1117"	"Winter"	"clatsop"	"Mallard"	82303	2277715	4
"1118"	"Winter"	"clatsop"	"Short-billed Gull"	97615	2277715	4
"1119"	"Winter"	"clatsop"	"Bufflehead"	64155	2277715	3
"1120"	"Winter"	"clatsop"	"Greater Scaup"	76692	2277715	3
"1121"	"Winter"	"clatsop"	"Northern Pintail"	71808	2277715	3
"1122"	"Winter"	"clatsop"	"American Coot"	46025	2277715	2
"1123"	"Winter"	"columbia"	"Snow Goose"	1137484	3648449	31
"1124"	"Winter"	"columbia"	"Cackling Goose"	908639	3648449	25
"1125"	"Winter"	"columbia"	"Sandhill Crane"	171776	3648449	5
"1126"	"Winter"	"columbia"	"American Coot"	151218	3648449	4
"1127"	"Winter"	"columbia"	"Mallard"	109787	3648449	3
"1128"	"Winter"	"columbia"	"Northern Pintail"	99852	3648449	3
"1129"	"Winter"	"columbia"	"Canada Goose"	85892	3648449	2
"1130"	"Winter"	"columbia"	"Dark-eyed Junco"	55772	3648449	2
"1131"	"Winter"	"columbia"	"European Starling"	84903	3648449	2
"1132"	"Winter"	"columbia"	"Red-winged Blackbird"	87460	3648449	2
"1133"	"Winter"	"coos"	"Common Murre"	439460	1152494	38
"1134"	"Winter"	"coos"	"American Wigeon"	88419	1152494	8
"1135"	"Winter"	"coos"	"Northern Pintail"	41985	1152494	4
"1136"	"Winter"	"coos"	"American Robin"	32156	1152494	3
"1137"	"Winter"	"coos"	"European Starling"	33529	1152494	3
"1138"	"Winter"	"coos"	"Surf Scoter"	36531	1152494	3
"1139"	"Winter"	"coos"	"Western Gull"	33116	1152494	3
"1140"	"Winter"	"coos"	"American Coot"	24150	1152494	2
"1141"	"Winter"	"coos"	"American Crow"	24922	1152494	2
"1142"	"Winter"	"coos"	"Bufflehead"	28046	1152494	2
"1143"	"Winter"	"crook"	"American Robin"	1070736	1479777	72
"1144"	"Winter"	"crook"	"Canada Goose"	135021	1479777	9
"1145"	"Winter"	"crook"	"European Starling"	44078	1479777	3
"1146"	"Winter"	"crook"	"Mallard"	22736	1479777	2
"1147"	"Winter"	"crook"	"American Coot"	8058	1479777	1
"1148"	"Winter"	"crook"	"American Wigeon"	10838	1479777	1
"1149"	"Winter"	"crook"	"Brewer's Blackbird"	16633	1479777	1
"1150"	"Winter"	"crook"	"Bufflehead"	7504	1479777	1
"1151"	"Winter"	"crook"	"Greater White-fronted Goose"	10283	1479777	1
"1152"	"Winter"	"crook"	"Green-winged Teal"	13961	1479777	1
"1153"	"Winter"	"curry"	"American Robin"	19546	197386	10
"1154"	"Winter"	"curry"	"European Starling"	13448	197386	7
"1155"	"Winter"	"curry"	"Surf Scoter"	10324	197386	5
"1156"	"Winter"	"curry"	"Western Gull"	10551	197386	5
"1157"	"Winter"	"curry"	"American Crow"	8204	197386	4
"1158"	"Winter"	"curry"	"Common Murre"	7053	197386	4
"1159"	"Winter"	"curry"	"Dark-eyed Junco"	7749	197386	4
"1160"	"Winter"	"curry"	"Pine Siskin"	7200	197386	4
"1161"	"Winter"	"curry"	"Bufflehead"	6850	197386	3
"1162"	"Winter"	"curry"	"California Gull"	5814	197386	3
"1163"	"Winter"	"deschutes"	"Mallard"	302721	1609864	19
"1164"	"Winter"	"deschutes"	"American Robin"	218526	1609864	14
"1165"	"Winter"	"deschutes"	"Canada Goose"	159477	1609864	10
"1166"	"Winter"	"deschutes"	"Dark-eyed Junco"	65781	1609864	4
"1167"	"Winter"	"deschutes"	"House Sparrow"	57328	1609864	4
"1168"	"Winter"	"deschutes"	"Bufflehead"	42291	1609864	3
"1169"	"Winter"	"deschutes"	"European Starling"	41769	1609864	3
"1170"	"Winter"	"deschutes"	"House Finch"	40889	1609864	3
"1171"	"Winter"	"deschutes"	"American Coot"	38891	1609864	2
"1172"	"Winter"	"deschutes"	"Mountain Chickadee"	30249	1609864	2
"1173"	"Winter"	"douglas"	"American Coot"	32839	380840	9
"1174"	"Winter"	"douglas"	"American Robin"	26111	380840	7
"1175"	"Winter"	"douglas"	"Canada Goose"	27598	380840	7
"1176"	"Winter"	"douglas"	"European Starling"	25061	380840	7
"1177"	"Winter"	"douglas"	"Bufflehead"	20687	380840	5
"1178"	"Winter"	"douglas"	"Mallard"	20080	380840	5
"1179"	"Winter"	"douglas"	"Dark-eyed Junco"	14969	380840	4
"1180"	"Winter"	"douglas"	"Northern Shoveler"	16800	380840	4
"1181"	"Winter"	"douglas"	"American Wigeon"	9567	380840	3
